, ,,,,Distance moved,Velocity,Freezing,Freezing,Cruising,Cruising,Bursting,Bursting,Turn angle,Angular velocity,Meander,Meander
,,,,,CenterNApoint,CenterNApoint,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,CenterNApoint / absolute,CenterNApoint / absolute,CenterNApoint / absolute,CenterNApoint / absolute
,,,,,Total,Mean,Frequency,Cumulative Duration,Frequency,Cumulative Duration,Frequency,Cumulative Duration,Mean,Mean,Mean,Total
,,,,,mm,mm/s,,s,,s,,s,deg,deg/s,deg/mm,deg/mm
C45,Psilocin 1,Trial     4,D10,0:30:00-1:00:00,0.0427843,1.06961,0,0,0,0,0,0,167.697,4192.43,3919.59,3919.59
C45,Psilocin 1,Trial     4,E4,0:00:00-0:30:00,2146.77,1.19379,697,1651.04,894,40.2,126,7.48,111.301,2782.52,6920.85,308947000
C45,Psilocin 1,Trial     4,E4,0:30:00-1:00:00,0.0132788,0.331969,0,0,0,0,0,0,156.024,3900.6,11749.9,11749.9
C45,Psilocin 1,Trial     4,E10,0:00:00-0:30:00,1195.06,0.664511,33,1475.2,44,2.52,12,1.04,120.725,3018.13,7765.29,322539000
C45,Psilocin 1,Trial     4,E10,0:30:00-1:00:00,0.0167064,0.41766,0,0,0,0,0,0,9.78553,244.638,585.736,585.736
C45,Psilocin 1,Trial     4,F4,0:00:00-0:30:00,1729.6,1.0095,301,1547.4,403,19.04,80,4.96,115.363,2884.06,6641.06,280538000
C45,Psilocin 1,Trial     4,F4,0:30:00-1:00:00,0.0371703,0.929258,0,0,0,0,0,0,177.73,4443.25,4781.51,4781.51
C45,Psilocin 1,Trial     4,F10,0:00:00-0:30:00,2193.07,1.21945,556,1749.76,712,33.4,164,8.8,113.411,2835.27,6320.34,282943000
C45,Psilocin 1,Trial     4,F10,0:30:00-1:00:00,0.0334676,0.83669,0,0,0,0,0,0,100.999,2524.98,3017.82,3017.82
C45,Psilocin 1,Trial     4,G4,0:00:00-0:30:00,2106.04,1.21012,689,1211.6,879,40.12,145,8.24,111.95,2798.75,6624.9,287567000
C45,Psilocin 1,Trial     4,G4,0:30:00-1:00:00,0.0402789,1.00697,0,0,0,0,0,0,169.847,4246.18,4216.78,4216.78
C45,Psilocin 1,Trial     4,H4,0:00:00-0:30:00,2418.73,1.44747,864,1725.76,1006,49.32,345,17.88,108.779,2719.47,6410.65,266792000
C45,Psilocin 1,Trial     4,H4,0:30:00-1:00:00,0.00645541,0.161385,0,0,0,0,0,0,84.5902,2114.75,13103.8,13103.8
C45,Psilocin 1,Trial     4,H10,0:00:00-0:30:00,3504.49,1.94867,1278,1665.4,1815,90.36,442,27.08,103.132,2578.3,5771.25,257992000
C45,Psilocin 1,Trial     4,H10,0:30:00-1:00:00,0.515675,12.8919,0,0,0,0,0,0,167.427,4185.67,324.675,324.675
C45,Psilocin 3,Trial     4,A5,0:00:00-0:30:00,1361.04,0.756804,35,1789.64,42,2.68,16,1.48,119.337,2983.42,7558.26,334264000
C45,Psilocin 3,Trial     4,A5,0:30:00-1:00:00,0.0258513,0.646283,0,0,0,0,0,0,156.873,3921.82,6068.27,6068.27
C45,Psilocin 3,Trial     4,A11,0:00:00-0:30:00,1707.31,1.11298,488,1450.44,567,26.28,130,6.92,113.26,2831.5,6663.63,254937000
C45,Psilocin 3,Trial     4,A11,0:30:00-1:00:00,0.0172294,0.430736,0,0,0,0,0,0,25.2517,631.293,1465.61,1465.61
C45,Psilocin 3,Trial     4,B5,0:00:00-0:30:00,759.487,0.875066,63,1714.6,80,4.52,41,2.32,118.564,2964.1,7426.01,160172000
C45,Psilocin 3,Trial     4,B5,0:30:00-1:00:00,0.00603839,0.15096,0,0,0,0,0,0,11.7567,293.916,1946.98,1946.98
C45,Psilocin 3,Trial     4,B11,0:00:00-0:30:00,2052.69,1.31677,632,1699.08,758,35.56,185,9.96,111.071,2776.78,6285.41,244452000
C45,Psilocin 3,Trial     4,B11,0:30:00-1:00:00,0.0414528,1.03632,0,0,0,0,0,0,167.58,4189.51,4042.68,4042.68
C45,Psilocin 3,Trial     4,C5,0:00:00-0:30:00,1953.38,1.27605,419,1403.68,512,26.24,202,11.12,114.766,2869.14,6407.38,244538000
C45,Psilocin 3,Trial     4,C5,0:30:00-1:00:00,0.0134617,0.336544,0,0,0,0,0,0,25.7617,644.044,1913.7,1913.7
C45,Psilocin 3,Trial     4,C11,0:00:00-0:30:00,2559.18,1.49993,884,919.84,1057,52.96,331,19.08,109.696,2742.41,6773.24,287761000
C45,Psilocin 3,Trial     4,C11,0:30:00-1:00:00,0.034876,0.8719,0,0,0,0,0,0,178.611,4465.26,5121.3,5121.3
C45,Psilocin 3,Trial     4,D5,0:00:00-0:30:00,1968.54,1.1178,294,1772.48,373,17.88,83,4.64,116.34,2908.5,6041.81,265676000
C45,Psilocin 3,Trial     4,D5,0:30:00-1:00:00,0.0114387,0.285969,0,0,0,0,0,0,1.27827,31.9568,111.749,111.749
C45,Psilocin 3,Trial     4,D11,0:00:00-0:30:00,2290.77,1.32485,705,1616.36,879,43.8,217,12.68,111.263,2781.58,6389.02,275571000
C45,Psilocin 3,Trial     4,D11,0:30:00-1:00:00,0.00735782,0.183946,0,0,0,0,0,0,13.9143,347.857,1891.08,1891.08
C45,Psilocin 3,Trial     4,E5,0:00:00-0:30:00,3803.6,2.11499,1646,1650,2019,96.08,612,31.56,100.676,2516.91,5304.06,236890000
C45,Psilocin 3,Trial     4,E5,0:30:00-1:00:00,0.0394164,0.98541,0,0,0,0,0,0,177.157,4428.92,4494.5,4494.5
C45,Psilocin 3,Trial     4,E11,0:00:00-0:30:00,2430.77,1.35193,354,1504.48,449,26.2,199,12.8,116.073,2901.82,6160.95,275807000
C45,Psilocin 3,Trial     4,E11,0:30:00-1:00:00,0.028575,0.714375,0,0,0,0,0,0,173.842,4346.05,6083.72,6083.72
C45,Psilocin 3,Trial     4,F5,0:00:00-0:30:00,2357.89,1.42816,801,1714.92,1011,45.08,169,8.4,110.778,2769.46,5824.61,240038000
C45,Psilocin 3,Trial     4,F5,0:30:00-1:00:00,0.0214142,0.535356,0,0,0,0,0,0,172.246,4306.16,8043.54,8043.54
C45,Psilocin 3,Trial     4,F11,0:00:00-0:30:00,1438.82,0.860664,107,1703.8,130,6.16,32,1.84,118.06,2951.5,6896.56,287676000
C45,Psilocin 3,Trial     4,F11,0:30:00-1:00:00,0.0215415,0.538538,0,0,0,0,0,0,4.6543,116.357,216.062,216.062
C45,Psilocin 3,Trial     4,G5,0:00:00-0:30:00,1468.33,0.854154,94,1759.6,124,6.36,40,2.64,118.071,2951.76,7092.77,303606000
C45,Psilocin 3,Trial     4,G5,0:30:00-1:00:00,0.0377863,0.944658,0,0,0,0,0,0,130.746,3268.65,3460.14,3460.14
C45,Psilocin 3,Trial     4,G11,0:00:00-0:30:00,1192.5,0.716816,51,1689.64,69,3.44,18,1.04,118.555,2963.88,7760.22,321708000
C45,Psilocin 3,Trial     4,G11,0:30:00-1:00:00,0.0071826,0.179565,0,0,0,0,0,0,176.743,4418.57,24607.1,24607.1
C45,Psilocin 3,Trial     4,H5,0:00:00-0:30:00,2338.03,1.30006,556,1735.08,745,37.48,175,11.32,112.085,2802.13,6135.66,274792000
C45,Psilocin 3,Trial     4,H5,0:30:00-1:00:00,0.076221,1.90553,0,0,0,0,0,0,169.833,4245.83,2228.17,2228.17
C45,Psilocin 3,Trial     4,H11,0:00:00-0:30:00,2675.26,1.48764,1119,1677.32,1436,71.84,364,22.6,106.866,2671.64,6896.96,277230000
C45,Psilocin 3,Trial     4,H11,0:30:00-1:00:00,0.00445597,0.111399,0,0,0,0,0,0,173.611,4340.27,38961.4,38961.4
C45,Psilocin 10,Trial     4,A6,0:00:00-0:30:00,2509.76,1.45849,905,1645.52,1099,51.6,283,14.96,109.088,2727.19,6114.79,262257000
C45,Psilocin 10,Trial     4,A6,0:30:00-1:00:00,0.0416196,1.04049,0,0,0,0,0,0,129.3,3232.5,3106.71,3106.71
C45,Psilocin 10,Trial     4,A12,0:00:00-0:30:00,3400.06,1.89258,1271,1678.08,1584,81.72,527,31.72,103.789,2594.73,6310.63,281946000
C45,Psilocin 10,Trial     4,A12,0:30:00-1:00:00,0.0200056,0.500139,0,0,0,0,0,0,173.024,4325.6,8648.79,8648.79
C45,Psilocin 10,Trial     4,B6,0:00:00-0:30:00,2459.99,1.36788,412,1577.36,561,31.92,183,14.4,114.996,2874.89,7022.89,312140000
C45,Psilocin 10,Trial     4,B6,0:30:00-1:00:00,0.0881415,2.20354,0,0,0,0,0,0,176.126,4403.15,1998.22,1998.22
C45,Psilocin 10,Trial     4,B12,0:00:00-0:30:00,2279.15,1.3076,479,1745.64,560,28.64,141,9.4,115.603,2890.07,6310.81,273580000
C45,Psilocin 10,Trial     4,B12,0:30:00-1:00:00,0.0322417,0.806042,0,0,0,0,0,0,21.9771,549.428,681.637,681.637
C45,Psilocin 10,Trial     4,C6,0:00:00-0:30:00,1333.31,0.741386,133,1261.08,163,8.12,58,3,118.211,2955.28,8190.31,362528000
C45,Psilocin 10,Trial     4,C6,0:30:00-1:00:00,0.0344409,0.861022,0,0,0,0,0,0,171.493,4287.33,4979.35,4979.35
C45,Psilocin 10,Trial     4,C12,0:00:00-0:30:00,1310.56,0.814092,41,1237.44,52,3.52,27,2.32,118.965,2974.11,7539.27,300244000
C45,Psilocin 10,Trial     4,C12,0:30:00-1:00:00,0.023634,0.59085,0,0,0,0,0,0,173.291,4332.27,7332.27,7332.27
C45,Psilocin 10,Trial     4,D6,0:00:00-0:30:00,2766.43,1.9691,1155,1229.32,1365,67.44,413,23,104.605,2615.13,5473.52,191852000
C45,Psilocin 10,Trial     4,D6,0:30:00-1:00:00,0.0243,0.607501,0,0,0,0,0,0,176.151,4403.77,7248.99,7248.99
C45,Psilocin 10,Trial     4,D12,0:00:00-0:30:00,1666.54,0.926677,206,1743.04,290,12.44,22,1.36,116.684,2917.09,6856.56,307537000
C45,Psilocin 10,Trial     4,D12,0:30:00-1:00:00,0.0338305,0.845763,0,0,0,0,0,0,171.077,4276.93,5056.89,5056.89
C45,Psilocin 10,Trial     4,E6,0:00:00-0:30:00,2494.52,1.38708,766,1109.6,1015,45.76,166,8.88,110.424,2760.6,5741.91,256847000
C45,Psilocin 10,Trial     4,E6,0:30:00-1:00:00,0.0473158,1.18289,0,0,0,0,0,0,178.444,4461.09,3771.34,3771.34
C45,Psilocin 10,Trial     4,E12,0:00:00-0:30:00,1570.42,1.26524,523,1022.44,740,33.24,119,6.48,110.748,2768.7,6738.4,208473000
C45,Psilocin 10,Trial     4,E12,0:30:00-1:00:00,0.0112419,0.281047,0,0,0,0,0,0,9.09391,227.348,808.93,808.93
C45,Psilocin 10,Trial     4,F6,0:00:00-0:30:00,2321.78,1.41022,694,1391.96,883,41.4,210,11.16,110.428,2760.7,5937.71,243885000
C45,Psilocin 10,Trial     4,F6,0:30:00-1:00:00,0.0329085,0.822713,0,0,0,0,0,0,4.89366,122.342,148.705,148.705
C45,Psilocin 10,Trial     4,F12,0:00:00-0:30:00,4387.58,2.43971,2152,1587.32,2654,126.2,612,34.6,97.5295,2438.24,4717.34,209162000
C45,Psilocin 10,Trial     4,F12,0:30:00-1:00:00,0.024262,0.606551,0,0,0,0,0,0,47.767,1194.18,1968.8,1968.8
C45,Psilocin 10,Trial     4,G6,0:00:00-0:30:00,2604.52,1.78602,913,1605.32,1131,59.48,337,21.8,108.209,2705.21,5862.31,212714000
C45,Psilocin 10,Trial     4,G6,0:30:00-1:00:00,0.0522104,1.30526,0,0,0,0,0,0,179.503,4487.57,3438.07,3438.07
C45,Psilocin 10,Trial     4,G12,0:00:00-0:30:00,2970.37,1.71901,1265,1532.2,1527,73.2,459,22.84,104.262,2606.54,5990.55,258025000
C45,Psilocin 10,Trial     4,G12,0:30:00-1:00:00,0.030464,0.761601,0,0,0,0,0,0,163.462,4086.56,5365.74,5365.74
C45,Psilocin 10,Trial     4,H6,0:00:00-0:30:00,2545.08,1.48111,952,1721.96,1147,53.88,208,12.84,108.577,2714.42,6489.82,277719000
C45,Psilocin 10,Trial     4,H6,0:30:00-1:00:00,0.0418366,1.04591,0,0,0,0,0,0,147.347,3683.68,3521.97,3521.97
C45,Psilocin 10,Trial     4,H12,0:00:00-0:30:00,2344.32,1.30504,586,1738.52,762,39.16,230,15.2,111.157,2778.92,6830.61,305643000
C45,Psilocin 10,Trial     4,H12,0:30:00-1:00:00,0.0224104,0.560259,0,0,0,0,0,0,62.0222,1550.56,2767.57,2767.57
C45,Psilocin DMSO,Trial     4,A1,0:00:00-0:30:00,3253.65,1.94127,1198,1238.84,1491,89.48,564,35.16,104.398,2609.96,6260.23,260970000
C45,Psilocin DMSO,Trial     4,A1,0:30:00-1:00:00,0.0110671,0.276679,0,0,0,0,0,0,144.437,3610.93,13051,13051
C45,Psilocin DMSO,Trial     4,A7,0:00:00-0:30:00,938.501,0.661345,41,1414.4,52,3.48,21,2,119.501,2987.53,8961.39,310647000
C45,Psilocin DMSO,Trial     4,A7,0:30:00-1:00:00,0.00797153,0.199288,0,0,0,0,0,0,24.6633,616.582,3093.92,3093.92
C45,Psilocin DMSO,Trial     4,B1,0:00:00-0:30:00,2287.42,1.58085,755,1381.48,996,47.8,266,14.08,108.34,2708.5,5842.73,211145000
C45,Psilocin DMSO,Trial     4,B1,0:30:00-1:00:00,0.0346958,0.867395,0,0,0,0,0,0,166.839,4170.97,4808.61,4808.61
C45,Psilocin DMSO,Trial     4,B7,0:00:00-0:30:00,1910.06,1.23087,384,451.36,484,26.72,199,12.44,114.019,2850.48,6707.47,258647000
C45,Psilocin DMSO,Trial     4,B7,0:30:00-1:00:00,0.00700856,0.175214,0,0,0,0,0,0,109.78,2744.51,15663.7,15663.7
C45,Psilocin DMSO,Trial     4,C1,0:00:00-0:30:00,2961.44,1.74972,1175,1560.64,1513,71.92,360,20.44,104.293,2607.32,5843.31,246523000
C45,Psilocin DMSO,Trial     4,C1,0:30:00-1:00:00,0.0810521,2.0263,0,0,0,0,0,0,168.375,4209.38,2077.37,2077.37
C45,Psilocin DMSO,Trial     4,C7,0:00:00-0:30:00,1943.16,1.0805,202,1779.88,264,13.6,83,5.08,117.462,2936.54,6494.64,291161000
C45,Psilocin DMSO,Trial     4,C7,0:30:00-1:00:00,0.0466667,1.16667,0,0,0,0,0,0,20.341,508.524,435.877,435.877
C45,Psilocin DMSO,Trial     4,D1,0:00:00-0:30:00,1670.33,1.13885,336,595.36,443,23.52,152,9.52,114.674,2866.86,6934.69,252429000
C45,Psilocin DMSO,Trial     4,D1,0:30:00-1:00:00,0.033786,0.844649,0,0,0,0,0,0,160.572,4014.29,4752.61,4752.61
C45,Psilocin DMSO,Trial     4,D7,0:00:00-0:30:00,2527.73,1.40555,603,1712.56,772,41.48,273,16,112.751,2818.79,6195.21,277762000
C45,Psilocin DMSO,Trial     4,D7,0:30:00-1:00:00,0.0148817,0.372042,0,0,0,0,0,0,174.647,4366.18,11735.7,11735.7
C45,Psilocin DMSO,Trial     4,E1,0:00:00-0:30:00,1670.85,0.929508,366,1689.28,463,21.08,106,5.36,115.46,2886.5,7385.16,331047000
C45,Psilocin DMSO,Trial     4,E1,0:30:00-1:00:00,0.0138466,0.346164,0,0,0,0,0,0,75.6521,1891.3,5463.6,5463.6
C45,Psilocin DMSO,Trial     4,E7,0:00:00-0:30:00,3443.26,1.91471,1385,1562.76,1803,89.84,455,26.64,105.092,2627.29,5896.33,262558000
C45,Psilocin DMSO,Trial     4,E7,0:30:00-1:00:00,0.0345421,0.863553,0,0,0,0,0,0,17.1371,428.428,496.123,496.123
C45,Psilocin DMSO,Trial     4,F1,0:00:00-0:30:00,2186.23,1.3401,582,1555.64,770,39.32,258,15.52,110.734,2768.34,6737.73,273431000
C45,Psilocin DMSO,Trial     4,F1,0:30:00-1:00:00,0.0195665,0.489163,0,0,0,0,0,0,142.876,3571.9,7302.06,7302.06
C45,Psilocin DMSO,Trial     4,F7,0:00:00-0:30:00,2836.36,1.60791,798,1500.56,1020,51.8,310,18.12,110.794,2769.86,5897.05,259246000
C45,Psilocin DMSO,Trial     4,F7,0:30:00-1:00:00,0.0201772,0.504431,0,0,0,0,0,0,163.751,4093.77,8115.62,8115.62
C45,Psilocin DMSO,Trial     4,G1,0:00:00-0:30:00,2135.54,1.38431,702,549.76,922,49.08,343,21.24,109.196,2729.89,8540.71,328262000
C45,Psilocin DMSO,Trial     4,G1,0:30:00-1:00:00,0.01382,0.3455,0,0,0,0,0,0,155.416,3885.4,11245.7,11245.7
C45,Psilocin DMSO,Trial     4,G7,0:00:00-0:30:00,2577.89,1.46281,776,1696.04,1010,52.8,308,19.16,110.124,2753.1,6589.85,285380000
C45,Psilocin DMSO,Trial     4,G7,0:30:00-1:00:00,0.00603267,0.150817,0,0,0,0,0,0,27.692,692.299,4590.34,4590.34
C45,Psilocin DMSO,Trial     4,H1,0:00:00-0:30:00,1964.7,1.25357,529,1448.2,692,36.8,269,15.12,110.951,2773.76,7000.67,274013000
C45,Psilocin DMSO,Trial     4,H1,0:30:00-1:00:00,0.00828887,0.207222,0,0,0,0,0,0,60.7766,1519.42,7332.32,7332.32
C45,Psilocin DMSO,Trial     4,H7,0:00:00-0:30:00,3549.39,1.97364,1042,1515.8,1344,73.76,545,33.68,107.03,2675.76,5757,258242000
C45,Psilocin DMSO,Trial     4,H7,0:30:00-1:00:00,0.0505808,1.26452,0,0,0,0,0,0,160.323,4008.08,3169.65,3169.65
C45,Psilocybin 0.1,Trial     6,A2,0:00:00-0:30:00,2495.92,1.48119,772,1367.68,1008,49.48,292,16.8,108.407,2710.17,6190.12,260177000
C45,Psilocybin 0.1,Trial     6,A2,0:30:00-1:00:00,0.0434257,1.08564,0,0,0,0,0,0,165.5,4137.51,3811.12,3811.12
C45,Psilocybin 0.1,Trial     6,A8,0:00:00-0:30:00,4210.4,2.34145,1417,1620.4,1816,100.04,667,43.28,104.025,2600.64,5262.4,236040000
C45,Psilocybin 0.1,Trial     6,A8,0:30:00-1:00:00,0.0214362,0.535905,0,0,0,0,0,0,167.393,4184.82,7808.88,7808.88
C45,Psilocybin 0.1,Trial     6,B2,0:00:00-0:30:00,1991.24,1.28041,434,1221.92,526,26.32,178,9.6,113.2,2830,5997,232936000
C45,Psilocybin 0.1,Trial     6,B2,0:30:00-1:00:00,0.0900456,2.25114,0,0,0,0,0,0,163.526,4088.16,1816.04,1816.04
C45,Psilocybin 0.1,Trial     6,B8,0:00:00-0:30:00,2324.51,1.29249,688,1590.92,844,41.12,235,13.12,111.512,2787.8,6486.23,290025000
C45,Psilocybin 0.1,Trial     6,B8,0:30:00-1:00:00,0.0211163,0.527908,0,0,0,0,0,0,13.5265,338.162,640.571,640.571
C45,Psilocybin 0.1,Trial     6,C2,0:00:00-0:30:00,1981.69,1.10187,410,1758.12,560,25.32,79,5.04,112.625,2815.62,6624.16,297279000
C45,Psilocybin 0.1,Trial     6,C2,0:30:00-1:00:00,0.0115726,0.289315,0,0,0,0,0,0,57.1676,1429.19,4939.91,4939.91
C45,Psilocybin 0.1,Trial     6,C8,0:00:00-0:30:00,3308.8,1.8585,1228,1352.92,1513,71.6,394,19.6,106.317,2657.92,5005.42,222621000
C45,Psilocybin 0.1,Trial     6,C8,0:30:00-1:00:00,0.0597422,1.49356,0,0,0,0,0,0,173.469,4336.73,2903.63,2903.63
C45,Psilocybin 0.1,Trial     6,D2,0:00:00-0:30:00,1775.19,1.10924,303,1615.28,364,19.04,112,7,114.725,2868.14,6671.75,266256000
C45,Psilocybin 0.1,Trial     6,D2,0:30:00-1:00:00,0.0215117,0.537792,0,0,0,0,0,0,19.6325,490.814,912.646,912.646
C45,Psilocybin 0.1,Trial     6,D8,0:00:00-0:30:00,1921.6,1.06846,512,1753.08,705,30.64,82,4.28,112.139,2803.48,6877.69,308258000
C45,Psilocybin 0.1,Trial     6,D8,0:30:00-1:00:00,0.116311,2.90776,0,0,0,0,0,0,2.20683,55.1709,18.9736,18.9736
C45,Psilocybin 0.1,Trial     6,E2,0:00:00-0:30:00,2023.99,1.25027,537,1445.16,659,34.92,220,13.04,112.598,2814.94,6577.49,265711000
C45,Psilocybin 0.1,Trial     6,E2,0:30:00-1:00:00,0.00804272,0.201068,0,0,0,0,0,0,170.786,4269.64,21234.8,21234.8
C45,Psilocybin 0.1,Trial     6,E8,0:00:00-0:30:00,1540.1,0.999469,259,1063.36,317,15.28,85,4.32,116.293,2907.31,6676.72,255612000
C45,Psilocybin 0.1,Trial     6,E8,0:30:00-1:00:00,0.0509423,1.27356,0,0,0,0,0,0,177.45,4436.26,3483.36,3483.36
C45,Psilocybin 0.1,Trial     6,F2,0:00:00-0:30:00,2078.68,1.15673,501,1750.64,634,30.88,136,8.44,113.21,2830.25,6393.84,286380000
C45,Psilocybin 0.1,Trial     6,F2,0:30:00-1:00:00,0.0537672,1.34418,0,0,0,0,0,0,171.66,4291.5,3192.65,3192.65
C45,Psilocybin 0.1,Trial     6,F8,0:00:00-0:30:00,2112.52,1.17467,454,1670.04,637,29.76,106,6.88,112.963,2824.08,6454.41,289022000
C45,Psilocybin 0.1,Trial     6,F8,0:30:00-1:00:00,0.0068939,0.172347,0,0,0,0,0,0,30.8943,772.357,4481.4,4481.4
C45,Psilocybin 0.1,Trial     6,G2,0:00:00-0:30:00,1801.3,1.00215,423,1756.88,630,27.64,63,4.04,113.673,2841.83,7151.86,320453000
C45,Psilocybin 0.1,Trial     6,G2,0:30:00-1:00:00,0.192896,4.8224,0,0,0,0,0,0,2.2367,55.9176,11.5954,11.5954
C45,Psilocybin 0.1,Trial     6,G8,0:00:00-0:30:00,1588.78,0.883482,196,1648.48,265,14.76,97,6.36,117.796,2944.91,7753.2,344257000
C45,Psilocybin 0.1,Trial     6,G8,0:30:00-1:00:00,0.00506576,0.126644,0,0,0,0,0,0,156.192,3904.81,30833,30833
C45,Psilocybin 0.1,Trial     6,H2,0:00:00-0:30:00,3284.53,2.01728,1323,1409.72,1776,136.36,490,37.64,102.599,2564.97,5795.11,230796000
C45,Psilocybin 0.1,Trial     6,H2,0:30:00-1:00:00,0.0390377,0.975942,0,0,0,0,0,0,157.741,3943.52,4040.73,4040.73
C45,Psilocybin 0.1,Trial     6,H8,0:00:00-0:30:00,1981.97,1.10202,505,1645.68,726,31.12,48,3.4,114.073,2851.81,6798.32,302464000
C45,Psilocybin 0.1,Trial     6,H8,0:30:00-1:00:00,0.0117843,0.294606,0,0,0,0,0,0,128.269,3206.74,10884.8,10884.8
C45,Psilocybin 0.3,Trial     6,A3,0:00:00-0:30:00,3966.97,2.33819,1690,1542.8,2105,102.88,625,33.04,99.4851,2487.13,4818.99,204214000
C45,Psilocybin 0.3,Trial     6,A3,0:30:00-1:00:00,0.0431323,1.07831,0,0,0,0,0,0,130.207,3255.19,3018.79,3018.79
C45,Psilocybin 0.3,Trial     6,A9,0:00:00-0:30:00,3243.7,1.88991,1289,1629.76,1540,74.76,425,22.8,104.662,2616.56,5301.21,227141000
C45,Psilocybin 0.3,Trial     6,A9,0:30:00-1:00:00,0.0196731,0.491827,0,0,0,0,0,0,149.93,3748.25,7621.07,7621.07
C45,Psilocybin 0.3,Trial     6,B3,0:00:00-0:30:00,1567.15,0.99051,251,1583.88,311,15.68,68,4.52,116.335,2908.37,6962.18,274630000
C45,Psilocybin 0.3,Trial     6,B3,0:30:00-1:00:00,0.0138755,0.346887,0,0,0,0,0,0,172.494,4312.35,12431.6,12431.6
C45,Psilocybin 0.3,Trial     6,B9,0:00:00-0:30:00,1211.51,0.673662,98,684.76,112,5.48,45,2.32,119.375,2984.39,8590.49,382921000
C45,Psilocybin 0.3,Trial     6,B9,0:30:00-1:00:00,0.0223438,0.558594,0,0,0,0,0,0,173.19,4329.76,7751.17,7751.17
C45,Psilocybin 0.3,Trial     6,C3,0:00:00-0:30:00,2374.34,1.32019,781,1675.12,955,44.04,166,9.64,111.28,2782,6244.6,279421000
C45,Psilocybin 0.3,Trial     6,C3,0:30:00-1:00:00,0.0637309,1.59327,0,0,0,0,0,0,176.497,4412.43,2769.42,2769.42
C45,Psilocybin 0.3,Trial     6,C9,0:00:00-0:30:00,2037.33,1.1328,334,1692.56,438,20.84,89,4.96,116.039,2900.97,5950.75,267171000
C45,Psilocybin 0.3,Trial     6,C9,0:30:00-1:00:00,0.0582563,1.45641,0,0,0,0,0,0,174.613,4365.33,2997.33,2997.33
C45,Psilocybin 0.3,Trial     6,D3,0:00:00-0:30:00,2768.98,1.53962,859,1512.04,1132,53.64,287,15.64,110.001,2750.02,5788,259181000
C45,Psilocybin 0.3,Trial     6,D3,0:30:00-1:00:00,0.0691943,1.72986,0,0,0,0,0,0,43.8729,1096.82,634.054,634.054
C45,Psilocybin 0.3,Trial     6,D9,0:00:00-0:30:00,3125.97,1.73847,1077,1045.28,1354,67.76,440,23.12,106.43,2660.74,5501.61,246698000
C45,Psilocybin 0.3,Trial     6,D9,0:30:00-1:00:00,0.110079,2.75196,0,0,0,0,0,0,176.253,4406.33,1601.16,1601.16
C45,Psilocybin 0.3,Trial     6,E3,0:00:00-0:30:00,2467.4,1.37261,805,1722.96,1063,51.6,238,13.6,110.602,2765.06,6705.3,300042000
C45,Psilocybin 0.3,Trial     6,E3,0:30:00-1:00:00,0.0580506,1.45126,0,0,0,0,0,0,1.29624,32.406,22.3295,22.3295
C45,Psilocybin 0.3,Trial     6,E9,0:00:00-0:30:00,1475.6,0.873982,160,1519.12,182,9.08,64,3.56,117.175,2929.38,7374.95,308797000
C45,Psilocybin 0.3,Trial     6,E9,0:30:00-1:00:00,0.0114775,0.286936,0,0,0,0,0,0,47.446,1186.15,4133.85,4133.85
C45,Psilocybin 0.3,Trial     6,F3,0:00:00-0:30:00,3096.5,1.72181,958,1664.16,1250,68.2,450,27.92,108.154,2703.86,6267.53,281330000
C45,Psilocybin 0.3,Trial     6,F3,0:30:00-1:00:00,0.0197726,0.494314,0,0,0,0,0,0,52.6063,1315.16,2660.57,2660.57
C45,Psilocybin 0.3,Trial     6,F9,0:00:00-0:30:00,3081.75,1.71445,643,1101.32,884,52.36,360,25.08,110.421,2760.52,5827.8,261336000
C45,Psilocybin 0.3,Trial     6,F9,0:30:00-1:00:00,0.0152929,0.382324,0,0,0,0,0,0,177.28,4431.99,11592.3,11592.3
C45,Psilocybin 0.3,Trial     6,G3,0:00:00-0:30:00,2038.46,1.13351,708,1725.4,926,39.8,107,5.36,111.395,2784.87,6931.23,310096000
C45,Psilocybin 0.3,Trial     6,G3,0:30:00-1:00:00,0.0467488,1.16872,0,0,0,0,0,0,122.704,3067.59,2624.74,2624.74
C45,Psilocybin 0.3,Trial     6,G9,0:00:00-0:30:00,1686.31,0.93763,88,1791.12,106,5.36,30,1.8,118.734,2968.34,6408.19,286920000
C45,Psilocybin 0.3,Trial     6,G9,0:30:00-1:00:00,0.0535819,1.33955,0,0,0,0,0,0,171.287,4282.17,3196.73,3196.73
C45,Psilocybin 0.3,Trial     6,H3,0:00:00-0:30:00,2192.77,1.21923,678,568.64,889,42,190,10.16,112.422,2810.56,6793.99,304296000
C45,Psilocybin 0.3,Trial     6,H3,0:30:00-1:00:00,0.0459438,1.1486,0,0,0,0,0,0,178.658,4466.45,3888.61,3888.61
C45,Psilocybin 0.3,Trial     6,H9,0:00:00-0:30:00,2946.59,1.63838,726,1706.52,920,53,420,27.32,110.419,2760.48,6078.02,271906000
C45,Psilocybin 0.3,Trial     6,H9,0:30:00-1:00:00,0.0220158,0.550396,0,0,0,0,0,0,162.299,4057.47,7371.91,7371.91
